id,latitude,longitude,address,sq_mt_built,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,floor,buy_price,is_renewal_needed,has_lift,is_exterior,energy_certificate,has_parking,neighborhood,district,house_type,Unnamed: 0,title,subtitle,sq_mt_useful,raw_address,is_exact_address_hidden,street_name,street_number,portal,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price_by_area,is_buy_price_known,house_type_id,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
21696,40.3516949,-3.6886659,"Calle de Juan José Martínez Seco, Los Rosales, Madrid",45.0,2,1,1,0.0,1,85000,True,False,True,3,False,133,21,1,46,Piso en venta en calle de Juan José Martínez Seco,"Los Rosales, Madrid",41.0,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,1889,True,HouseType 1: Pisos,False,1968.0,False,True,,,,,,,True,,,,,,,,,,,,,
21693,40.34903,-3.6760582,"Calle Estefanita, 6, Butarque, Madrid",125.0,3,2,2,0.0,7,272500,False,True,True,2,False,131,21,4,49,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",,"Calle Estefanita, 6",False,Calle Estefanita,6,,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,,False,2180,True,HouseType 4: Dúplex,False,2004.0,False,True,,,True,,True,True,,True,,,,True,,,,,,,,
21692,40.3376362,-3.6755232,"Calle Berrocal, Butarque, Madrid",126.0,4,2,1,0.0,-1,275000,False,True,True,0,True,131,21,1,50,Piso en venta en calle Berrocal,"Butarque, Madrid",105.0,Calle Berrocal,True,Calle Berrocal,,,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,2183,True,HouseType 1: Pisos,False,,False,True,,True,True,,True,True,,True,,,True,True,,,True,0.0,False,False,True,True
21691,40.3560432,-3.6820183,"Calle Euskalduna, 14, Butarque, Madrid",158.0,3,2,1,0.0,4,289000,False,True,True,0,True,131,21,5,51,"Ático en venta en calle Euskalduna, 14","Butarque, Madrid",,"Calle Euskalduna, 14",False,Calle Euskalduna,14,,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,1829,True,HouseType 5: Áticos,False,2003.0,False,True,,True,True,,True,True,,True,,,,True,,,True,0.0,,,,
21689,40.3492523,-3.6991973,"Calle Alcocer, Los Ángeles, Madrid",108.0,3,2,1,0.0,4,179000,False,True,True,0,False,132,21,1,53,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",,Calle Alcocer,True,Calle Alcocer,,,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,847,,False,1657,True,HouseType 1: Pisos,False,1978.0,,,,,True,,,True,,,,,,,,,,,,,,
21687,40.3499666,-3.6855347,"Calle Topacio, Los Rosales, Madrid",51.0,2,1,1,0.0,3,89500,True,False,True,0,False,133,21,1,55,Piso en venta en calle Topacio,"Los Rosales, Madrid",,Calle Topacio,True,Calle Topacio,,,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,492,,False,1755,True,HouseType 1: Pisos,False,1967.0,,,,,,,,True,,,,,,,,,,,False,False,False,True
21686,40.350704,-3.6791499,"Calle Calcio, 15, Butarque, Madrid",112.0,3,2,1,0.0,3,289000,False,True,True,3,True,131,21,1,56,"Piso en venta en calle Calcio, 15","Butarque, Madrid",80.0,"Calle Calcio, 15",False,Calle Calcio,15,,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,2580,True,HouseType 1: Pisos,False,2013.0,False,True,,True,True,,True,,,True,,,True,True,,,True,0.0,False,False,True,False
21685,40.3408421,-3.6773645,"Calle Camas, 2, Butarque, Madrid",109.0,3,2,1,0.0,2,216278,False,True,True,0,True,131,21,1,57,"Piso en venta en calle Camas, 2","Butarque, Madrid",,"Calle Camas, 2",False,Calle Camas,2,,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,968,,False,1984,True,HouseType 1: Pisos,True,,False,True,,,,,True,True,,True,,,,,,,True,0.0,,,,
21671,40.3384998,-3.6764999,"Calle Ganados del Salobral , 12, Butarque, Madrid",111.0,2,2,1,0.0,6,230749,False,True,True,0,True,131,21,5,71,"Ático en venta en calle Ganados del Salobral , 12","Butarque, Madrid",,"Calle Ganados del Salobral , 12",False,Calle Ganados del Salobral ,12,,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,False,2079,True,HouseType 5: Áticos,True,,,,,,,,True,True,,True,,,,,,,True,0.0,,,,
21655,40.3474954,-3.6903199,"Calle del Estroncio, Los Rosales, Madrid",58.0,3,1,1,0.0,2,85000,False,False,True,3,False,133,21,1,87,Piso en venta en calle del Estroncio,"Los Rosales, Madrid",,Calle del Estroncio,True,Calle del Estroncio,,,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,1466,True,HouseType 1: Pisos,False,1951.0,,,,True,,,,,,,,,,,,,,,,,,
21654,40.3412702,-3.692492,"Calle Moncada, San Cristóbal, Madrid",65.0,3,1,1,0.0,1,94000,False,False,True,0,False,135,21,1,88,Piso en venta en calle Moncada,"San Cristóbal, Madrid",,Calle Moncada,True,Calle Moncada,,,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,512,,False,1446,True,HouseType 1: Pisos,False,,False,True,,True,True,,,True,,,,,,,,,,,False,False,False,True
21649,40.3600535,-3.6854073,"Calle de la Generosidad, 16, Los Rosales, Madrid",125.0,3,2,1,0.0,1,210000,False,True,True,6,True,133,21,1,93,"Piso en venta en calle de la Generosidad, 16","Los Rosales, Madrid",87.0,"Calle de la Generosidad, 16",False,Calle de la Generosidad,16,,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,948,,False,1680,True,HouseType 1: Pisos,False,1996.0,False,True,,True,True,,,,,True,,,True,,,,True,0.0,,,,
21647,40.3613252,-3.6941562,"Avenida de la Verbena de la Paloma, Los Ángeles, Madrid",92.0,3,1,1,0.0,6,159900,False,True,True,0,False,132,21,1,95,Piso en venta en avenida de la Verbena de la Paloma,"Los Ángeles, Madrid",,Avenida de la Verbena de la Paloma,True,Avenida de la Verbena de la Paloma,,,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,780,,False,1738,True,HouseType 1: Pisos,False,1962.0,False,True,,True,,,,True,,,,,,,,,,,,,,
21642,40.3537243,-3.6856109,"Calle de Campos Ibáñez, Los Rosales, Madrid",65.0,2,1,1,0.0,3,106500,False,False,True,0,False,133,21,1,100,Piso en venta en calle de Campos Ibáñez,"Los Rosales, Madrid",52.0,Calle de Campos Ibáñez,True,Calle de Campos Ibáñez,,,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,568,,False,1638,True,HouseType 1: Pisos,False,1963.0,False,True,,True,True,,,True,,,,,,,,,,,False,False,True,False
21641,40.3513,-3.6863925,"Calle DIAMANTE, Los Rosales, Madrid",102.0,3,2,1,0.0,3,127500,False,False,True,0,False,133,21,1,101,Piso en venta en calle DIAMANTE,"Los Rosales, Madrid",81.0,Calle DIAMANTE,True,Calle DIAMANTE,,,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,656,,False,1250,True,HouseType 1: Pisos,False,1964.0,False,True,,,,,,True,,,,,,,,,,,False,True,False,False
21639,40.3460197,-3.6769863,"Calle Canchal, Butarque, Madrid",108.0,2,1,2,0.0,4,205000,False,True,True,3,True,131,21,4,103,Dúplex en venta en calle Canchal,"Butarque, Madrid",,Calle Canchal,True,Calle Canchal,,,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,933,,False,1898,True,HouseType 4: Dúplex,False,2002.0,False,True,,True,,,True,True,,True,,,,,,,True,0.0,False,False,False,True
